id,producent_id,hodnota,jednotka,uroven,zdroj,poznamka
182,624,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
183,625,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
184,626,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
185,627,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
186,628,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
187,629,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
188,631,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
189,632,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
190,633,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
191,634,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
192,635,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
193,636,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
194,637,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
195,642,226.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: 468 540 žiakov / 2 070 ZŠ (2021/22)","Aritmetický priemer; malotriedky majú desiatky, sídliskové ZŠ vyše 800 žiakov."
196,643,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
197,653,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
198,655,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
199,656,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
200,657,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
201,659,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
202,661,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
203,662,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
204,664,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
205,665,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
206,666,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
207,667,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
208,672,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
209,673,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
210,674,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
211,676,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
212,678,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
213,679,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
214,680,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
215,681,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
216,682,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
217,683,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
218,684,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
219,685,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
220,687,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
221,688,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
222,689,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
223,690,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
224,691,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
225,692,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
226,693,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
227,694,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
228,699,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
229,701,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
230,712,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
231,732,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
232,733,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
233,734,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
234,739,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
235,750,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
236,751,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
237,765,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
238,772,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
239,774,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
240,794,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
241,856,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
242,857,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
243,858,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
244,859,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
245,863,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
246,914,349.0,lôžko,typova,"Eurostat hlth_rs_bds: 31 422 postelí (2019) / 90 nemocníc (MF SR, Revízia výdavkov na nemocnice 2025)","Priemer na nemocnicu; fakultné nemocnice majú vyše 1 000 postelí, malé pod 100."
247,920,226.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: 468 540 žiakov / 2 070 ZŠ (2021/22)","Aritmetický priemer; malotriedky majú desiatky, sídliskové ZŠ vyše 800 žiakov."
248,935,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
249,944,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
250,945,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
251,946,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
252,956,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
253,958,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
254,959,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
255,964,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
256,965,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
257,968,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
258,977,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
259,978,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
260,979,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
261,980,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
262,982,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
263,983,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
264,984,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
265,985,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
266,986,299.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: (72 776 + 121 470) žiakov / (233 gymnázií + 416 SOŠ) (2021/22)",Aritmetický priemer gymnázií a SOŠ.
267,989,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
268,990,226.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: 468 540 žiakov / 2 070 ZŠ (2021/22)","Aritmetický priemer; malotriedky majú desiatky, sídliskové ZŠ vyše 800 žiakov."
269,991,226.0,žiak,typova,"CVTI SR, Vývojové tendencie 2022: 468 540 žiakov / 2 070 ZŠ (2021/22)","Aritmetický priemer; malotriedky majú desiatky, sídliskové ZŠ vyše 800 žiakov."
270,992,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
271,993,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
272,994,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
273,995,56.0,dieťa,typova,"CVTI SR, Vývojové tendencie 2022: 173 170 detí / 3 102 MŠ (2021/22)",Aritmetický priemer na zariadenie; skutočné MŠ sa pohybujú od 20 do 250 detí.
274,1002,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
275,1005,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
276,1006,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
277,1007,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
278,1008,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
279,1011,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
280,1013,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
281,1023,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
282,1025,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
283,1029,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
284,1039,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
285,1040,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
286,1041,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
287,1042,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
288,1043,226.0,stravník,typova,Odvodené z typovej kapacity ZŠ (CVTI SR 2021/22),Samostatne zapísaná školská jedáleň spravidla obsluhuje jednu ZŠ.
