ico,nazov,obec,okres,kraj,sektor,typ_nazov,kapacita,kapacita_jednotka,kapacita_uroven,odpad,katalogove_cislo_navrh,t_rok_min,t_rok_stred,t_rok_max
44444761,Fakultná nemocnica AGEL Skalica a.s.,Skalica,Skalica,Trnavský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
44452519,"Nemocnica s poliklinikou Sv. Lukáša Galanta, a.s.",Galanta,Galanta,Trnavský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
44455356,"Nemocnica s poliklinikou Dunajská Streda, a.s.",Dunajská Streda,Dunajská Streda,Trnavský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
44570783,"Univerzitná nemocnica - Nemocnica svätého Michala, a. s.",Bratislava,Bratislava I,Bratislavský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
44927380,"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s.",Michalovce,Michalovce,Košický,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
45024006,Súkromné gymnázium Kremnica,Kremnica,Žiar nad Hronom,Banskobystrický,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
45594929,Nemocnica AGEL Zvolen a.s.,Zvolen,Zvolen,Banskobystrický,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
45737967,Nemocnica s poliklinikou n.o. Kráľovský Chlmec,Kráľovský Chlmec,Trebišov,Košický,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
45740020,"Nemocnica s poliklinikou Trebišov, n.o.",Trebišov,Trebišov,Košický,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
45999848,"Svidnícka nemocnica s poliklinikou Dr. Jozefa Žáka, s.r.o.",Svidník,Svidník,Prešovský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
47236736,"Nemocnica Topoľčany, a. s.",Topoľčany,Topoľčany,Nitriansky,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
47249021,"Vranovská nemocnica, a.s.",Vranov nad Topľou,Vranov nad Topľou,Prešovský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
47249048,"Nemocnica A. Leňa Humenné, a.s.",Humenné,Humenné,Prešovský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
47249099,"Nemocnica arm. generála L. Svobodu Svidník, a.s.",Svidník,Svidník,Prešovský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
47365773,Súkromná stredná odborná škola s.r.o.,Oravský Podzámok,Dolný Kubín,Žilinský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
48220558,"Nemocnica novej generácie Michalovce, a.s.",Košice - mestská časť Staré Mesto,Bratislava I,Bratislavský,Gastro a stravovacie zariadenia,Nemocnica,349.0,lôžko,typova,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,20.147,26.863,32.739
50005723,"Základná škola s materskou školou, Školská 301/16, Turňa nad Bodvou",Turňa nad Bodvou,Košice - okolie,Košický,Gastro a stravovacie zariadenia,Základná škola,226.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.449,1.771,2.576
50645935,"Školská jedáleň, Školská 491/18A, Teplička nad Váhom",Teplička nad Váhom,Žilina,Žilinský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
51206790,Kežmarské Gymnázium P. O. Hviezdoslava,Kežmarok,Kežmarok,Prešovský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
51266784,"Materská škola, Ul. 29. augusta 384/2A, Most pri Bratislave",Most pri Bratislave,Senec,Bratislavský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
51278308,"Školská jedáleň, Námestie A. Hlinku 31, Cífer",Cífer,Trnava,Trnavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
51906228,"Spojená škola sv. Klementa Hofbauera internátna, Podolínec",Podolínec,Stará Ľubovňa,Prešovský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
52089282,"Materská škola, Ulica Ľ. G. Zaoseka 247/10, Opoj",Opoj,Trnava,Trnavský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
52206416,"Stredná odborná škola Edith Steinovej, s.r.o.",Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
52547591,"Materská škola s VJM - Óvoda, Rimavská Seč 410",Rimavská Seč,Rimavská Sobota,Banskobystrický,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
52585204,"Materská škola - Óvoda, Komárovská 58, Bratislava",Bratislava - mestská časť Podunajské Biskupice,Bratislava II,Bratislavský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
52800318,"Spojená škola, Dukelská 26/30, Giraltovce",Giraltovce,Svidník,Prešovský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53200268,"Súkromná spojená škola francúzsko-slovenská, Bratislava",Bratislava - mestská časť Petržalka,Bratislava V,Bratislavský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53200284,"Spojená škola bl. biskupa Gojdiča, Bernolákova 21, Prešov",Prešov,Prešov,Prešovský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53200331,"Materská škola, Bodvianska 4, Bratislava",Bratislava - mestská časť Vrakuňa,Bratislava II,Bratislavský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
53200349,"Súkromná spojená škola Quality Schools International, Šamorín",Šamorín,Dunajská Streda,Trnavský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53242599,"Spojená škola, Jána Bottu 31, Trnava",Trnava,Trnava,Trnavský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53242726,"Spojená škola, Ostredková 10, Bratislava",Bratislava - mestská časť Ružinov,Bratislava II,Bratislavský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53242742,"Spojená škola, Pankúchova 6, Bratislava",Bratislava - mestská časť Petržalka,Bratislava V,Bratislavský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53255500,"Súkromná spojená škola, Klokočov 90",Klokočov,Čadca,Žilinský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53265301,"Spojená škola, Jarmočná 108, Stará Ľubovňa",Stará Ľubovňa,Stará Ľubovňa,Prešovský,Gastro a stravovacie zariadenia,Stredná škola,299.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.278,1.562,2.272
53390920,"Súkromná školská jedáleň, 17. novembra 3723/13, Prešov",Prešov,Prešov,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
53420471,"Základná škola, Hlavná ulica 81/42, Miloslavov",Miloslavov,Senec,Bratislavský,Gastro a stravovacie zariadenia,Základná škola,226.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.449,1.771,2.576
53459148,"Základná škola s materskou školou, Školská 252, Beladice",Beladice,Zlaté Moravce,Nitriansky,Gastro a stravovacie zariadenia,Základná škola,226.0,žiak,typova,Kuchynský odpad zo školských jedální,20 01 08,1.449,1.771,2.576
53480341,"Materská škola, Ulica Gašpara Haina 1237/36, Levoča",Levoča,Levoča,Prešovský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
53480465,"Materská škola, Predmestie 832/26, Levoča",Levoča,Levoča,Prešovský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
53480783,"Materská škola, Ulica Gustáva Hermanna 225/9, Levoča",Levoča,Levoča,Prešovský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
53480899,"Materská škola, Ulica Jána Francisciho 1674/8, Levoča",Levoča,Levoča,Prešovský,Gastro a stravovacie zariadenia,Materská škola,56.0,dieťa,typova,Kuchynský odpad zo školských jedální,20 01 08,1.257,1.536,2.234
53800818,Súkromná školská jedáleň VČ s. r. o.,Bratislava - mestská časť Jarovce,Bratislava I,Bratislavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54006805,"Školská jedáleň, Sídlisko II 1336, Vranov nad Topľou",Vranov nad Topľou,Vranov nad Topľou,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54006937,"Školská jedáleň, Lúčna 827/26, Vranov nad Topľou",Vranov nad Topľou,Vranov nad Topľou,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54006996,"Školská jedáleň, Juh 1054, Vranov nad Topľou",Vranov nad Topľou,Vranov nad Topľou,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54007097,"Školská jedáleň, Bernolákova ulica 1061, Vranov nad Topľou",Vranov nad Topľou,Vranov nad Topľou,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54645298,"Školská jedáleň, Kysucká 14, Senec",Senec,Senec,Bratislavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
54909082,"Súkromná výdajná školská jedáleň Libellus, Bratislava",Bratislava - mestská časť Lamač,Bratislava IV,Bratislavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
56034831,"Školská jedáleň, Hlavná 789, Dolný Štál",Dolný Štál,Dunajská Streda,Trnavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
56660740,"Súkromná školská jedáleň KSPV, Jesenná 18, Prešov",Prešov,Prešov,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57114838,Školská jedáleň – Mavi s. r. o.,Viničné,Pezinok,Bratislavský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57675112,"Súkromná školská jedáleň, Bernolákova 21, Prešov",Prešov,Prešov,Prešovský,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57767394,"Súkromná školská jedáleň Zdravý projekt, Pekníkova 6, Bratislava",Bratislava - mestská časť Dúbravka,Michalovce,Košický,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57767581,"Súkromná školská jedáleň, Bilíková 24, Bratislava",Bratislava - mestská časť Dúbravka,Michalovce,Košický,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57769621,"Súkromná výdajná školská jedáleň, Rastislavova 332, Nováky",Nováky,Prievidza,Trenčiansky,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
57802262,"Súkromná výdajná školská jedáleň, Dúbravská cesta 11, Bratislava",Bratislava - mestská časť Dúbravka,Michalovce,Košický,Gastro a stravovacie zariadenia,Školská jedáleň,226.0,stravník,typova,Kuchynský odpad zo školských jedální,20 01 08,1.932,2.362,3.435
