ico,nazov,obec,okres,kraj,lat,lon,sektor,typ_nazov,odpad_kod,odpad,katalogove_cislo_navrh,pravny_status,sezonnost,uroven_dokazu
37957660,"Materská škola, marš. Malinovského 1985/41, Zvolen",Zvolen,Zvolen,Banskobystrický,48.576512,19.128476,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37957660,"Materská škola, marš. Malinovského 1985/41, Zvolen",Zvolen,Zvolen,Banskobystrický,48.576512,19.128476,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37958470,"Katolícka spojená škola sv. Františka Assiského, Banská Štiavnica",Banská Štiavnica,Banská Štiavnica,Banskobystrický,48.458093,18.89828,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37958470,"Katolícka spojená škola sv. Františka Assiského, Banská Štiavnica",Banská Štiavnica,Banská Štiavnica,Banskobystrický,48.458093,18.89828,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37958470,"Katolícka spojená škola sv. Františka Assiského, Banská Štiavnica",Banská Štiavnica,Banská Štiavnica,Banskobystrický,48.458093,18.89828,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
37958470,"Katolícka spojená škola sv. Františka Assiského, Banská Štiavnica",Banská Štiavnica,Banská Štiavnica,Banskobystrický,48.458093,18.89828,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37959999,"Materská škola, Lhenická 34, Budča",Budča,Zvolen,Banskobystrický,48.5743,19.065196,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37959999,"Materská škola, Lhenická 34, Budča",Budča,Zvolen,Banskobystrický,48.5743,19.065196,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37959999,"Materská škola, Lhenická 34, Budča",Budča,Zvolen,Banskobystrický,48.5743,19.065196,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37961161,"Materská škola, Farská ulica 1274/2, Cabaj-Čápor",Cabaj-Čápor,Nitra,Nitriansky,48.245665,18.023092,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37961161,"Materská škola, Farská ulica 1274/2, Cabaj-Čápor",Cabaj-Čápor,Nitra,Nitriansky,48.245665,18.023092,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37961161,"Materská škola, Farská ulica 1274/2, Cabaj-Čápor",Cabaj-Čápor,Nitra,Nitriansky,48.245665,18.023092,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37961284,"Materská škola, Nám. Gy. Széchényiho 3, Nové Zámky",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37961284,"Materská škola, Nám. Gy. Széchényiho 3, Nové Zámky",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37961284,"Materská škola, Nám. Gy. Széchényiho 3, Nové Zámky",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37971832,"Špecializovaná nemocnica sv. Svorada Zobor, n.o.",Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Nemocnica,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
37971832,"Špecializovaná nemocnica sv. Svorada Zobor, n.o.",Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Nemocnica,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37971832,"Špecializovaná nemocnica sv. Svorada Zobor, n.o.",Nitra,Nitra,Nitriansky,48.31257,18.09061,Gastro a stravovacie zariadenia,Nemocnica,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
37980513,Zariadenie pre seniorov a domov sociálnych služieb mesta Liptovský Mikuláš,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
37980513,Zariadenie pre seniorov a domov sociálnych služieb mesta Liptovský Mikuláš,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37980513,Zariadenie pre seniorov a domov sociálnych služieb mesta Liptovský Mikuláš,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37986261,"Domov Barborka Unín, n.o.",Unín,Skalica,Trnavský,48.725737,17.215748,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
37986261,"Domov Barborka Unín, n.o.",Unín,Skalica,Trnavský,48.725737,17.215748,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37986261,"Domov Barborka Unín, n.o.",Unín,Skalica,Trnavský,48.725737,17.215748,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37986775,"Štíbor - Mestské centrum sociálnych služieb n.o., Skalica",Skalica,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
37986775,"Štíbor - Mestské centrum sociálnych služieb n.o., Skalica",Skalica,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37986775,"Štíbor - Mestské centrum sociálnych služieb n.o., Skalica",Skalica,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37986830,"Dom seniorov Brodské, n.o.",Brodské,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
37986830,"Dom seniorov Brodské, n.o.",Brodské,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37986830,"Dom seniorov Brodské, n.o.",Brodské,Skalica,Trnavský,48.770797,17.20201,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37990357,"Základná škola s materskou školou, Kornela Mahra 11, Trnava",Trnava,Trnava,Trnavský,48.37729,17.586718,Gastro a stravovacie zariadenia,Základná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37990357,"Základná škola s materskou školou, Kornela Mahra 11, Trnava",Trnava,Trnava,Trnavský,48.37729,17.586718,Gastro a stravovacie zariadenia,Základná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37990357,"Základná škola s materskou školou, Kornela Mahra 11, Trnava",Trnava,Trnava,Trnavský,48.37729,17.586718,Gastro a stravovacie zariadenia,Základná škola,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
37990357,"Základná škola s materskou školou, Kornela Mahra 11, Trnava",Trnava,Trnava,Trnavský,48.37729,17.586718,Gastro a stravovacie zariadenia,Základná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
37990411,"Materská škola, Lúčky 14, Holíč",Holíč,Skalica,Trnavský,48.8,17.166667,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
37990411,"Materská škola, Lúčky 14, Holíč",Holíč,Skalica,Trnavský,48.8,17.166667,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
37990411,"Materská škola, Lúčky 14, Holíč",Holíč,Skalica,Trnavský,48.8,17.166667,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
40340783,Miroslav Kubica MASO-UDENINY,Breza,Námestovo,Žilinský,49.383333,19.4,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
40423298,Radoslav Zaťko Mäso - údeniny,Malá Čausa,Prievidza,Trenčiansky,48.794864,18.700866,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
40573656,Mária Rebej MÄSO ÚDENINY,Kamenica nad Cirochou,Humenné,Prešovský,48.933333,22.0,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
40641333,Anna Maríková - Závodná jedáleň Olšovská,Plavecké Podhradie,Malacky,Bratislavský,48.481793,17.261951,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
40641333,Anna Maríková - Závodná jedáleň Olšovská,Plavecké Podhradie,Malacky,Bratislavský,48.481793,17.261951,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
40641333,Anna Maríková - Závodná jedáleň Olšovská,Plavecké Podhradie,Malacky,Bratislavský,48.481793,17.261951,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
40641333,Anna Maríková - Závodná jedáleň Olšovská,Plavecké Podhradie,Malacky,Bratislavský,48.481793,17.261951,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
40924092,Ladislav Balogh - Mäso-údeniny,Nový Tekov,Levice,Nitriansky,48.244126,18.517993,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
41492978,Viera Švorcová Jedáleň u Švorcových,Báhoň,Pezinok,Bratislavský,48.309067,17.445245,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
41492978,Viera Švorcová Jedáleň u Švorcových,Báhoň,Pezinok,Bratislavský,48.309067,17.445245,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
41492978,Viera Švorcová Jedáleň u Švorcových,Báhoň,Pezinok,Bratislavský,48.309067,17.445245,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
41492978,Viera Švorcová Jedáleň u Švorcových,Báhoň,Pezinok,Bratislavský,48.309067,17.445245,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
41674766,Marta Ďuricová JEDÁLEŇ R - M,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
41674766,Marta Ďuricová JEDÁLEŇ R - M,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
41674766,Marta Ďuricová JEDÁLEŇ R - M,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
41674766,Marta Ďuricová JEDÁLEŇ R - M,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
41754549,Milan Kavecký - Reštaurácia KLEOPATRA,Kamenná Poruba,Vranov nad Topľou,Prešovský,48.84859,21.648767,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
41754549,Milan Kavecký - Reštaurácia KLEOPATRA,Kamenná Poruba,Vranov nad Topľou,Prešovský,48.84859,21.648767,Gastro a stravovacie zariadenia,Reštaurácia,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
41754549,Milan Kavecký - Reštaurácia KLEOPATRA,Kamenná Poruba,Vranov nad Topľou,Prešovský,48.84859,21.648767,Gastro a stravovacie zariadenia,Reštaurácia,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
41754549,Milan Kavecký - Reštaurácia KLEOPATRA,Kamenná Poruba,Vranov nad Topľou,Prešovský,48.84859,21.648767,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
41754549,Milan Kavecký - Reštaurácia KLEOPATRA,Kamenná Poruba,Vranov nad Topľou,Prešovský,48.84859,21.648767,Gastro a stravovacie zariadenia,Reštaurácia,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
41934831,Milan Husivarga - REMIX - Mäso údeniny,Hanušovce nad Topľou,Vranov nad Topľou,Prešovský,49.033333,21.5,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
42011701,Súkromné gymnázium Banskobystrické,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42011701,Súkromné gymnázium Banskobystrické,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42011701,Súkromné gymnázium Banskobystrické,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42011701,Súkromné gymnázium Banskobystrické,Banská Bystrica,Banská Bystrica,Banskobystrický,48.738539,19.156869,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42017769,Centrum sociálnych služieb v Novom Meste nad Váhom,Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42017769,Centrum sociálnych služieb v Novom Meste nad Váhom,Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42017769,Centrum sociálnych služieb v Novom Meste nad Váhom,Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky,48.763325,17.830386,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42026393,"Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom",Dubnica nad Váhom,Ilava,Trenčiansky,48.957172,18.167022,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42026393,"Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom",Dubnica nad Váhom,Ilava,Trenčiansky,48.957172,18.167022,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42026393,"Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom",Dubnica nad Váhom,Ilava,Trenčiansky,48.957172,18.167022,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42026393,"Stredná odborná škola technická, Bratislavská 439/18, Dubnica nad Váhom",Dubnica nad Váhom,Ilava,Trenčiansky,48.957172,18.167022,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42029503,"Materská škola, Dubovica 48",Dubovica,Sabinov,Prešovský,49.133333,20.966667,Gastro a stravovacie zariadenia,Materská škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42029503,"Materská škola, Dubovica 48",Dubovica,Sabinov,Prešovský,49.133333,20.966667,Gastro a stravovacie zariadenia,Materská škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42029503,"Materská škola, Dubovica 48",Dubovica,Sabinov,Prešovský,49.133333,20.966667,Gastro a stravovacie zariadenia,Materská škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42035261,"Spojená škola Juraja Henischa, Slovenská 5, Bardejov",Bardejov,Bardejov,Prešovský,49.292999,21.27554,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
42035261,"Spojená škola Juraja Henischa, Slovenská 5, Bardejov",Bardejov,Bardejov,Prešovský,49.292999,21.27554,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42035261,"Spojená škola Juraja Henischa, Slovenská 5, Bardejov",Bardejov,Bardejov,Prešovský,49.292999,21.27554,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
42035261,"Spojená škola Juraja Henischa, Slovenská 5, Bardejov",Bardejov,Bardejov,Prešovský,49.292999,21.27554,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
42052050,"Dom seniorov Machulince, n.o.",Machulince,Zlaté Moravce,Nitriansky,48.41125,18.433242,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
42052050,"Dom seniorov Machulince, n.o.",Machulince,Zlaté Moravce,Nitriansky,48.41125,18.433242,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
42052050,"Dom seniorov Machulince, n.o.",Machulince,Zlaté Moravce,Nitriansky,48.41125,18.433242,Gastro a stravovacie zariadenia,Zariadenie sociálnych služieb,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
