ico,nazov,obec,okres,kraj,lat,lon,sektor,typ_nazov,odpad_kod,odpad,katalogove_cislo_navrh,pravny_status,sezonnost,uroven_dokazu
00168882,"COOP Jednota Nové Zámky, spotrebné družstvo",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168882,"COOP Jednota Nové Zámky, spotrebné družstvo",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168882,"COOP Jednota Nové Zámky, spotrebné družstvo",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168882,"COOP Jednota Nové Zámky, spotrebné družstvo",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168882,"COOP Jednota Nové Zámky, spotrebné družstvo",Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168891,"COOP Jednota Senica, spotrebné družstvo",Senica,Senica,Trnavský,48.679121,17.364383,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168891,"COOP Jednota Senica, spotrebné družstvo",Senica,Senica,Trnavský,48.679121,17.364383,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168891,"COOP Jednota Senica, spotrebné družstvo",Senica,Senica,Trnavský,48.679121,17.364383,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168891,"COOP Jednota Senica, spotrebné družstvo",Senica,Senica,Trnavský,48.679121,17.364383,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168891,"COOP Jednota Senica, spotrebné družstvo",Senica,Senica,Trnavský,48.679121,17.364383,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168904,"COOP Jednota Topoľčany, spotrebné družstvo",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168904,"COOP Jednota Topoľčany, spotrebné družstvo",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168904,"COOP Jednota Topoľčany, spotrebné družstvo",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168904,"COOP Jednota Topoľčany, spotrebné družstvo",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168904,"COOP Jednota Topoľčany, spotrebné družstvo",Topoľčany,Topoľčany,Nitriansky,48.559116,18.176052,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168912,"COOP Jednota Trenčín, spotrebné družstvo",Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168912,"COOP Jednota Trenčín, spotrebné družstvo",Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168912,"COOP Jednota Trenčín, spotrebné družstvo",Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168912,"COOP Jednota Trenčín, spotrebné družstvo",Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168912,"COOP Jednota Trenčín, spotrebné družstvo",Trenčín,Trenčín,Trenčiansky,48.892358,18.039372,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168921,"COOP Jednota Trnava, spotrebné družstvo",Trnava,Trnava,Trnavský,48.37729,17.586718,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168921,"COOP Jednota Trnava, spotrebné družstvo",Trnava,Trnava,Trnavský,48.37729,17.586718,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168921,"COOP Jednota Trnava, spotrebné družstvo",Trnava,Trnava,Trnavský,48.37729,17.586718,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168921,"COOP Jednota Trnava, spotrebné družstvo",Trnava,Trnava,Trnavský,48.37729,17.586718,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168921,"COOP Jednota Trnava, spotrebné družstvo",Trnava,Trnava,Trnavský,48.37729,17.586718,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168947,"COOP Jednota Čadca, spotrebné družstvo",Čadca,Čadca,Žilinský,49.440819,18.788221,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168947,"COOP Jednota Čadca, spotrebné družstvo",Čadca,Čadca,Žilinský,49.440819,18.788221,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168947,"COOP Jednota Čadca, spotrebné družstvo",Čadca,Čadca,Žilinský,49.440819,18.788221,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168947,"COOP Jednota Čadca, spotrebné družstvo",Čadca,Čadca,Žilinský,49.440819,18.788221,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168947,"COOP Jednota Čadca, spotrebné družstvo",Čadca,Čadca,Žilinský,49.440819,18.788221,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168963,"COOP Jednota Liptovský Mikuláš, spotrebné družstvo",Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168963,"COOP Jednota Liptovský Mikuláš, spotrebné družstvo",Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168963,"COOP Jednota Liptovský Mikuláš, spotrebné družstvo",Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168963,"COOP Jednota Liptovský Mikuláš, spotrebné družstvo",Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168963,"COOP Jednota Liptovský Mikuláš, spotrebné družstvo",Liptovský Mikuláš,Liptovský Mikuláš,Žilinský,49.083333,19.616667,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00168980,"COOP JEDNOTA MARTIN, spotrebné družstvo",Turčianske Teplice,Turčianske Teplice,Žilinský,48.862737,18.858728,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00168980,"COOP JEDNOTA MARTIN, spotrebné družstvo",Turčianske Teplice,Turčianske Teplice,Žilinský,48.862737,18.858728,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00168980,"COOP JEDNOTA MARTIN, spotrebné družstvo",Turčianske Teplice,Turčianske Teplice,Žilinský,48.862737,18.858728,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00168980,"COOP JEDNOTA MARTIN, spotrebné družstvo",Turčianske Teplice,Turčianske Teplice,Žilinský,48.862737,18.858728,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00168980,"COOP JEDNOTA MARTIN, spotrebné družstvo",Turčianske Teplice,Turčianske Teplice,Žilinský,48.862737,18.858728,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169005,"COOP Jednota Prievidza, spotrebné družstvo",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169005,"COOP Jednota Prievidza, spotrebné družstvo",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169005,"COOP Jednota Prievidza, spotrebné družstvo",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169005,"COOP Jednota Prievidza, spotrebné družstvo",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169005,"COOP Jednota Prievidza, spotrebné družstvo",Prievidza,Prievidza,Trenčiansky,48.77104,18.623306,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169021,"COOP Jednota Krupina, spotrebné družstvo",Krupina,Krupina,Banskobystrický,48.352728,19.069182,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169021,"COOP Jednota Krupina, spotrebné družstvo",Krupina,Krupina,Banskobystrický,48.352728,19.069182,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169021,"COOP Jednota Krupina, spotrebné družstvo",Krupina,Krupina,Banskobystrický,48.352728,19.069182,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169021,"COOP Jednota Krupina, spotrebné družstvo",Krupina,Krupina,Banskobystrický,48.352728,19.069182,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169021,"COOP Jednota Krupina, spotrebné družstvo",Krupina,Krupina,Banskobystrický,48.352728,19.069182,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169030,"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo",Žarnovica,Žarnovica,Banskobystrický,48.483398,18.72155,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169030,"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo",Žarnovica,Žarnovica,Banskobystrický,48.483398,18.72155,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169030,"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo",Žarnovica,Žarnovica,Banskobystrický,48.483398,18.72155,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169030,"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo",Žarnovica,Žarnovica,Banskobystrický,48.483398,18.72155,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169030,"COOP JEDNOTA ŽARNOVICA, spotrebné družstvo",Žarnovica,Žarnovica,Banskobystrický,48.483398,18.72155,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169048,"COOP Jednota Žilina, spotrebné družstvo",Žilina,Žilina,Žilinský,49.223464,18.739498,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169048,"COOP Jednota Žilina, spotrebné družstvo",Žilina,Žilina,Žilinský,49.223464,18.739498,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169048,"COOP Jednota Žilina, spotrebné družstvo",Žilina,Žilina,Žilinský,49.223464,18.739498,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169048,"COOP Jednota Žilina, spotrebné družstvo",Žilina,Žilina,Žilinský,49.223464,18.739498,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169048,"COOP Jednota Žilina, spotrebné družstvo",Žilina,Žilina,Žilinský,49.223464,18.739498,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169081,"COOP Jednota Humenné, spotrebné družstvo",Humenné,Humenné,Prešovský,48.934603,21.90314,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169081,"COOP Jednota Humenné, spotrebné družstvo",Humenné,Humenné,Prešovský,48.934603,21.90314,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169081,"COOP Jednota Humenné, spotrebné družstvo",Humenné,Humenné,Prešovský,48.934603,21.90314,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169081,"COOP Jednota Humenné, spotrebné družstvo",Humenné,Humenné,Prešovský,48.934603,21.90314,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169081,"COOP Jednota Humenné, spotrebné družstvo",Humenné,Humenné,Prešovský,48.934603,21.90314,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169099,"COOP JEDNOTA Michalovce, spotrebné družstvo",Michalovce,Michalovce,Košický,48.75,21.933333,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169099,"COOP JEDNOTA Michalovce, spotrebné družstvo",Michalovce,Michalovce,Košický,48.75,21.933333,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
00169099,"COOP JEDNOTA Michalovce, spotrebné družstvo",Michalovce,Michalovce,Košický,48.75,21.933333,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_mliecne,Mliečne výrobky po dátume minimálnej trvanlivosti,20 01 08,odpad,celorocne,D
00169099,"COOP JEDNOTA Michalovce, spotrebné družstvo",Michalovce,Michalovce,Košický,48.75,21.933333,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_maso_zvysky,Mäsové a údenárske výrobky po dátume spotreby,02 02 03,odpad,celorocne,D
00169099,"COOP JEDNOTA Michalovce, spotrebné družstvo",Michalovce,Michalovce,Košický,48.75,21.933333,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_zmesovy,Zmesový potravinový odpad z predajne,20 01 08,odpad,celorocne,D
00169102,"COOP JEDNOTA POPRAD, spotrebné družstvo",Poprad,Poprad,Prešovský,49.054152,20.29764,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_ovocie_zelenina,Neupredané ovocie a zelenina z predajní,20 01 08,odpad,celorocne,D
00169102,"COOP JEDNOTA POPRAD, spotrebné družstvo",Poprad,Poprad,Prešovský,49.054152,20.29764,Retail a distribúcia potravín,Spotrebné družstvo (predajne),retail_pecivo,Neupredané pečivo a pekárske výrobky,02 06 01,vedlajsi_produkt,celorocne,D
