osm_id,nazov,nazov_norm,okres,kraj,typ,lon,lat
26037297,Nemcovce,nemcovce,Bardejov,Prešovský,village,21.45,49.216667
26037298,Rudlov,rudlov,Vranov nad Topľou,Prešovský,village,21.566667,48.916667
26037299,Obyce,obyce,Zlaté Moravce,Nitriansky,village,18.45,48.433333
26037300,Byšta,bysta,Trebišov,Košický,hamlet,21.55,48.533333
26037301,Jurkova Voľa,jurkova vola,Svidník,Prešovský,hamlet,21.516667,49.316667
26037302,Záhor,zahor,Sobrance,Košický,village,22.2,48.633333
26037303,Čelovce,celovce,Veľký Krtíš,Banskobystrický,village,19.144936,48.183814
26037304,Drienov,drienov,Prešov,Prešovský,village,21.270189,48.874168
26037307,Padarovce,padarovce,Rimavská Sobota,Banskobystrický,hamlet,20.069668,48.458199
26037308,Želiezovce,zeliezovce,Levice,Nitriansky,town,18.658355,48.049226
26037309,Krná,krna,Poltár,Banskobystrický,hamlet,19.741074,48.50922
26037310,Hincovce,hincovce,Spišská Nová Ves,Košický,village,20.733333,48.966667
26037311,Slepčany,slepcany,Zlaté Moravce,Nitriansky,village,18.333642,48.313165
26037312,Zlatník,zlatnik,Vranov nad Topľou,Prešovský,hamlet,21.55,48.966667
26037313,Tekovský Hrádok,tekovsky hradok,Levice,Nitriansky,village,18.55195,48.166865
26037314,Čučma,cucma,Rožňava,Košický,village,20.55,48.683333
26037315,Sokoľ,sokol,Košice - okolie,Košický,village,21.217505,48.812801
26037316,Dolný Bar,dolny bar,Dunajská Streda,Trnavský,village,17.685862,47.966516
26037318,Moravany nad Váhom,moravany nad vahom,Piešťany,Trnavský,village,17.862269,48.602463
26037319,Štítnik,stitnik,Rožňava,Košický,village,20.363755,48.659884
26037320,Veľký Cetín,velky cetin,Nitra,Nitriansky,village,18.2,48.216667
26037321,Horná Strehová,horna strehova,Veľký Krtíš,Banskobystrický,village,19.42861,48.279723
26037322,Kotešová,kotesova,Bytča,Žilinský,village,18.6,49.233333
26037323,Ochtiná,ochtina,Rožňava,Košický,village,20.333333,48.683333
26037324,Nižná Boca,nizna boca,Liptovský Mikuláš,Žilinský,hamlet,19.766667,48.95
26037325,Vyšné Nemecké,vysne nemecke,Sobrance,Košický,village,22.259515,48.66377
26037326,Slanec,slanec,Košice - okolie,Košický,village,21.478838,48.636466
26037327,Radvanovce,radvanovce,Vranov nad Topľou,Prešovský,village,21.466667,49.05
26037328,Ješkova Ves,jeskova ves,Partizánske,Trenčiansky,village,18.35,48.55
26037329,Medovarce,medovarce,Krupina,Banskobystrický,village,19,48.233333
26037330,Veľká Dolina,velka dolina,Nitra,Nitriansky,village,18.031976,48.184883
26037331,Nižná Myšľa,nizna mysla,Košice - okolie,Košický,village,21.363905,48.623714
26037334,Hronské Kosihy,hronske kosihy,Levice,Nitriansky,village,18.6,48.266667
26037335,Modrý Kameň,modry kamen,Veľký Krtíš,Banskobystrický,village,19.334171,48.240922
26037336,Bolešov,bolesov,Ilava,Trenčiansky,village,18.15,48.983333
26037337,Rosina,rosina,Žilina,Žilinský,village,18.766667,49.183333
26037338,Tulčík,tulcik,Prešov,Prešovský,village,21.305265,49.088211
26037339,Lukov,lukov,Bardejov,Prešovský,village,21.083333,49.3
26037340,Svinia,svinia,Prešov,Prešovský,village,21.123568,49.01213
26037341,Horná Poruba,horna poruba,Ilava,Trenčiansky,village,18.3,48.95
26037342,Raková,rakova,Čadca,Žilinský,village,18.733333,49.45
26037343,Trebušovce,trebusovce,Veľký Krtíš,Banskobystrický,hamlet,19.199525,48.116119
26037344,Bánovce nad Bebravou,banovce nad bebravou,Bánovce nad Bebravou,Trenčiansky,town,18.259826,48.721667
26037345,Nezbudská Lúčka,nezbudska lucka,Žilina,Žilinský,village,18.862396,49.182622
26037347,Zemplínsky Branč,zemplinsky branc,Trebišov,Košický,village,21.720952,48.543761
26037348,Špačince,spacince,Trnava,Trnavský,village,17.608359,48.439647
26037349,Ladce,ladce,Ilava,Trenčiansky,village,18.283333,49.033333
26037350,Dubník,dubnik,Nové Zámky,Nitriansky,village,18.413226,47.958585
26037351,Pašková,paskova,Rožňava,Košický,village,20.383681,48.591905
26037354,Bijacovce,bijacovce,Levoča,Prešovský,village,20.8,49.033333
26037355,Bodza,bodza,Komárno,Nitriansky,village,17.828806,47.833531
26037356,Čavoj,cavoj,Prievidza,Trenčiansky,village,18.483333,48.883333
26037357,Stará Ľubovňa,stara lubovna,Stará Ľubovňa,Prešovský,town,20.687317,49.297258
26037358,Hodejovec,hodejovec,Rimavská Sobota,Banskobystrický,hamlet,20.01635,48.28319
26037359,Svätuš,svatus,Sobrance,Košický,hamlet,22.133333,48.683333
26037360,Ľubotice,lubotice,Prešov,Prešovský,village,21.276481,49.011264
26037361,Dolná Strehová,dolna strehova,Veľký Krtíš,Banskobystrický,village,19.488798,48.249575
26037362,Ipeľské Úľany,ipelske ulany,Levice,Nitriansky,village,19.048162,48.126666
26037363,Slovenské Pravno,slovenske pravno,Turčianske Teplice,Žilinský,village,18.758637,48.908994
26037364,Veľká Tŕňa,velka trna,Trebišov,Košický,village,21.683333,48.466667
26037365,Gemerský Jablonec,gemersky jablonec,Rimavská Sobota,Banskobystrický,village,19.976023,48.193667
26037367,Dúbrava,dubrava,Ružomberok,Žilinský,village,19.157781,48.978616
26037368,Brehy,brehy,Žarnovica,Banskobystrický,village,18.649817,48.407208
26037370,Ratková,ratkova,Revúca,Banskobystrický,village,20.1,48.583333
26037372,Lupoč,lupoc,Lučenec,Banskobystrický,village,19.538414,48.360594
26037373,Pozba,pozba,Nové Zámky,Nitriansky,village,18.383333,48.116667
26037374,Mankovce,mankovce,Zlaté Moravce,Nitriansky,village,18.328712,48.429145
26037375,Rybky,rybky,Senica,Trnavský,village,17.338314,48.707842
26037376,Ťapešovo,tapesovo,Námestovo,Žilinský,village,19.45,49.366667
26037377,Vyšný Kubín,vysny kubin,Dolný Kubín,Žilinský,village,19.316667,49.183333
26037378,Čenkovce,cenkovce,Dunajská Streda,Trnavský,village,17.433109,48.106207
26037379,Bačkov,backov,Trebišov,Košický,village,21.624364,48.739297
26037380,Selce,selce,Krupina,Banskobystrický,hamlet,19.036207,48.251159
26037381,Zlaté Moravce,zlate moravce,Zlaté Moravce,Nitriansky,town,18.4,48.383333
26037382,Komárno,komarno,Komárno,Nitriansky,town,18.129917,47.757388
26037383,Opatovská Nová Ves,opatovska nova ves,Veľký Krtíš,Banskobystrický,village,19.276443,48.114507
26037384,Podbrezová,podbrezova,Brezno,Banskobystrický,village,19.550314,48.804692
26037385,Remeniny,remeniny,Vranov nad Topľou,Prešovský,village,21.55,49.033333
26037386,Sirk,sirk,Revúca,Banskobystrický,village,20.1,48.616667
26037387,Vavrečka,vavrecka,Námestovo,Žilinský,village,19.466667,49.383333
26037388,Lučenec,lucenec,Lučenec,Banskobystrický,town,19.664144,48.330282
26037389,Petrikovce,petrikovce,Michalovce,Košický,village,21.866667,48.55
26037391,Hrachovište,hrachoviste,Nové Mesto nad Váhom,Trenčiansky,village,17.729544,48.715993
26037392,Moldava nad Bodvou,moldava nad bodvou,Košice - okolie,Košický,town,20.997331,48.614142
26037393,Tvrdošovce,tvrdosovce,Nové Zámky,Nitriansky,town,18.061308,48.095688
26037394,Čaradice,caradice,Zlaté Moravce,Nitriansky,village,18.50344,48.356488
26037395,Bretka,bretka,Rožňava,Košický,village,20.350786,48.484474
26037397,Kútniky,kutniky,Dunajská Streda,Trnavský,village,17.659693,47.974963
26037398,Vieska,vieska,Veľký Krtíš,Banskobystrický,village,19.467895,48.261166
26037399,Šarišské Michaľany,sarisske michalany,Sabinov,Prešovský,village,21.135062,49.067346
26037400,Krušovce,krusovce,Topoľčany,Nitriansky,village,18.201915,48.587898
26037401,Nižný Kručov,nizny krucov,Vranov nad Topľou,Prešovský,village,21.666667,48.916667
26037402,Šalov,salov,Levice,Nitriansky,village,18.716667,48
26037403,Závadka,zavadka,Gelnica,Košický,village,20.633027,48.863335
26037404,Bacúrov,bacurov,Zvolen,Banskobystrický,hamlet,19.059294,48.520051
26037405,Uzovce,uzovce,Sabinov,Prešovský,village,21.182527,49.091246
26037406,Osadné,osadne,Snina,Prešovský,village,22.151093,49.140127
26037407,Vojtovce,vojtovce,Stropkov,Prešovský,hamlet,21.69003,49.200861
26037408,Majcichov,majcichov,Trnava,Trnavský,village,17.627952,48.284707
26037409,Bardejov,bardejov,Bardejov,Prešovský,town,21.27554,49.292999
26037410,Krokava,krokava,Revúca,Banskobystrický,hamlet,20.033333,48.633333
26037411,Chrastné,chrastne,Košice - okolie,Košický,village,21.353154,48.793304
26037412,Lúčka,lucka,Sabinov,Prešovský,village,20.983333,49.183333
26037413,Jacovce,jacovce,Topoľčany,Nitriansky,village,18.142193,48.577764
26037414,Milhosť,milhost,Košice - okolie,Košický,village,21.266633,48.53781
26037415,Vyškovce,vyskovce,Stropkov,Prešovský,hamlet,21.666667,49.25
26037416,Jarok,jarok,Nitra,Nitriansky,village,17.964227,48.27723
26037418,Radošina,radosina,Topoľčany,Nitriansky,village,17.933333,48.55
26037419,Slivník,slivnik,Trebišov,Košický,village,21.554455,48.60162
26037420,Ruskovce,ruskovce,Sobrance,Košický,village,22.166667,48.783333
26037421,Strečno,strecno,Žilina,Žilinský,village,18.865599,49.188434
26037422,Ardanovce,ardanovce,Topoľčany,Nitriansky,village,17.924208,48.527575
26037423,Kopernica,kopernica,Žiar nad Hronom,Banskobystrický,village,18.873997,48.685294
26037424,Záhorce,zahorce,Veľký Krtíš,Banskobystrický,village,19.338594,48.11139
26037425,Spišské Vlachy,spisske vlachy,Spišská Nová Ves,Košický,village,20.797352,48.947914
26037426,Hrkovce,hrkovce,Levice,Nitriansky,village,18.903373,48.088009
26037427,Dobšiná,dobsina,Rožňava,Košický,town,20.364743,48.821028
26037428,Nadlice,nadlice,Partizánske,Trenčiansky,village,18.251694,48.616776
26037429,Brezovka,brezovka,Bardejov,Prešovský,hamlet,21.416667,49.266667
26037430,Pusté Sady,puste sady,Galanta,Trnavský,village,17.827826,48.311844
26037431,Ubľa,ubla,Snina,Prešovský,village,22.389761,48.9009
26037433,Podkylava,podkylava,Myjava,Trenčiansky,village,17.668552,48.680192
26037434,Henckovce,henckovce,Rožňava,Košický,village,20.431576,48.713768
26037435,Holice,holice,Dunajská Streda,Trnavský,village,17.483128,47.992973
26037436,Hrčeľ,hrcel,Trebišov,Košický,village,21.689023,48.520886
26037437,Fričkovce,frickovce,Bardejov,Prešovský,village,21.25,49.183333
26037438,Lietavská Lúčka,lietavska lucka,Žilina,Žilinský,village,18.722036,49.175401
26037439,Jedlinka,jedlinka,Bardejov,Prešovský,hamlet,21.366667,49.4
26037440,Šurice,surice,Lučenec,Banskobystrický,village,19.913909,48.2306
26037441,Sebedražie,sebedrazie,Prievidza,Trenčiansky,village,18.624133,48.72972
26037442,Oravská Polhora,oravska polhora,Námestovo,Žilinský,village,19.45,49.516667
26037443,Nenince,nenince,Veľký Krtíš,Banskobystrický,village,19.25695,48.147589
26037444,Pstriná,pstrina,Svidník,Prešovský,hamlet,21.75,49.3
26037445,Príbovce,pribovce,Martin,Žilinský,village,18.883333,49
26037446,Komárovce,komarovce,Košice - okolie,Košický,village,21.122493,48.575209
26037447,Horná Potôň,horna poton,Dunajská Streda,Trnavský,village,17.500166,48.039875
26037448,Malé Ludince,male ludince,Levice,Nitriansky,hamlet,18.7,47.983333
26037449,Ľubiša,lubisa,Humenné,Prešovský,village,21.948946,49.005744
26037450,Chlebnice,chlebnice,Dolný Kubín,Žilinský,village,19.466667,49.233333
26037451,Sedlice,sedlice,Prešov,Prešovský,village,21.117679,48.919265
26037452,Čierne nad Topľou,cierne nad toplou,Vranov nad Topľou,Prešovský,village,21.566667,49
26037453,Dobrohošť,dobrohost,Dunajská Streda,Trnavský,village,17.366663,47.983335
26037454,Mestisko,mestisko,Svidník,Prešovský,village,21.584585,49.25805
26037455,Roštár,rostar,Rožňava,Košický,village,20.346693,48.692241
26037458,Hronské Kľačany,hronske klacany,Levice,Nitriansky,village,18.570702,48.241933
26037459,Lazisko,lazisko,Liptovský Mikuláš,Žilinský,village,19.55,49.033333
26037460,Hostie,hostie,Zlaté Moravce,Nitriansky,village,18.45,48.45
26037461,Bytča,bytca,Bytča,Žilinský,town,18.562215,49.219738
26037462,Oborín,oborin,Michalovce,Košický,village,21.883333,48.55
26037463,Rákoš,rakos,Košice - okolie,Košický,village,21.427642,48.644832
26037464,Zatín,zatin,Trebišov,Košický,village,21.9,48.483333
26037465,Závadka nad Hronom,zavadka nad hronom,Brezno,Banskobystrický,village,19.916667,48.85
26037466,Veľký Krtíš,velky krtis,Veľký Krtíš,Banskobystrický,town,19.349119,48.20896
26037467,Laškovce,laskovce,Michalovce,Košický,village,21.85,48.7
26037468,Klenov,klenov,Prešov,Prešovský,village,21.054961,48.929376
26037469,Matúškovo,matuskovo,Galanta,Trnavský,village,17.733333,48.166667
26037471,Kysta,kysta,Trebišov,Košický,village,21.716607,48.514812
26037472,Podzámčok,podzamcok,Zvolen,Banskobystrický,village,19.103364,48.498719
26037473,Livinské Opatovce,livinske opatovce,Partizánske,Trenčiansky,village,18.233333,48.65
26037474,Blesovce,blesovce,Topoľčany,Nitriansky,village,18.039446,48.5579
26037475,Podhradík,podhradik,Prešov,Prešovský,village,21.345595,49.005414
26037476,Čelovce,celovce,Prešov,Prešovský,village,21.398724,49.087547
26037477,Stará Lehota,stara lehota,Nové Mesto nad Váhom,Trenčiansky,village,17.951065,48.654882
26037478,Heľpa,helpa,Brezno,Banskobystrický,village,19.97119,48.862946
26037479,Oščadnica,oscadnica,Čadca,Žilinský,town,18.883333,49.433333
26037480,Kosorín,kosorin,Žiar nad Hronom,Banskobystrický,village,18.80837,48.651323
26037481,Harhaj,harhaj,Bardejov,Prešovský,village,21.416667,49.183333
26037482,Svinice,svinice,Trebišov,Košický,village,21.883333,48.466667
26037483,Beladice,beladice,Zlaté Moravce,Nitriansky,village,18.296077,48.346006
26037484,Sirník,sirnik,Michalovce,Košický,village,21.816667,48.516667
26037485,Roztoky,roztoky,Svidník,Prešovský,village,21.483333,49.383333
26037486,Prečín,precin,Považská Bystrica,Trenčiansky,village,18.521282,49.088713
26037487,Kolačkov,kolackov,Stará Ľubovňa,Prešovský,village,20.633333,49.266667
26037488,Chvojnica,chvojnica,Prievidza,Trenčiansky,village,18.566667,48.883333
26037489,Varhaňovce,varhanovce,Prešov,Prešovský,village,21.360576,48.855026
26037490,Janovce,janovce,Bardejov,Prešovský,village,21.3,49.183333
26037491,Kráľovce,kralovce,Košice - okolie,Košický,village,21.329076,48.802746
26037492,Šarišské Jastrabie,sarisske jastrabie,Stará Ľubovňa,Prešovský,village,20.909529,49.24518
26037493,Hajná Nová Ves,hajna nova ves,Topoľčany,Nitriansky,village,18.031973,48.535465
26037496,Trnovo,trnovo,Martin,Žilinský,village,18.866667,49.016667
26037497,Dlhá,dlha,Trnava,Trnavský,village,17.427031,48.412363
26037498,Ivanovce,ivanovce,Trenčín,Trenčiansky,village,17.9,48.833333
26037499,Abovce,abovce,Rimavská Sobota,Banskobystrický,village,20.337689,48.319223
26037500,Zuberec,zuberec,Tvrdošín,Žilinský,village,19.614252,49.26007
26037501,Vlkovce,vlkovce,Kežmarok,Prešovský,village,20.497865,49.049569
26037502,Horný Bar,horny bar,Dunajská Streda,Trnavský,village,17.463864,47.9496
26037503,Kokava nad Rimavicou,kokava nad rimavicou,Poltár,Banskobystrický,village,19.841061,48.571399
26037504,Kobyly,kobyly,Bardejov,Prešovský,village,21.3,49.216667
26037505,Záhradné,zahradne,Prešov,Prešovský,village,21.266667,49.083333
26037506,Liptovský Michal,liptovsky michal,Ružomberok,Žilinský,village,19.44151,49.092964
26037507,Piešťany,piestany,Piešťany,Trnavský,town,17.821604,48.589897
26037508,Kecerovský Lipovec,kecerovsky lipovec,Košice - okolie,Košický,hamlet,21.429614,48.84928
26037509,Vlachy,vlachy,Liptovský Mikuláš,Žilinský,village,19.483333,49.083333
26037510,Vyšná Polianka,vysna polianka,Bardejov,Prešovský,hamlet,21.366667,49.433333
26037512,Veľké Úľany,velke ulany,Galanta,Trnavský,village,17.57621,48.162887
26037513,Matovce,matovce,Svidník,Prešovský,hamlet,21.55,49.133333
26037514,Brunovce,brunovce,Nové Mesto nad Váhom,Trenčiansky,village,17.855017,48.672497
26037515,Gočaltovo,gocaltovo,Rožňava,Košický,village,20.35,48.633333
26037516,Suché Brezovo,suche brezovo,Veľký Krtíš,Banskobystrický,hamlet,19.359335,48.308386
26037517,Mlynica,mlynica,Poprad,Prešovský,village,20.31371,49.101398
26037518,Rudno,rudno,Turčianske Teplice,Žilinský,village,18.748751,48.884225
26037519,Dolný Hričov,dolny hricov,Žilina,Žilinský,village,18.633333,49.233333
26037520,Kamenné Kosihy,kamenne kosihy,Veľký Krtíš,Banskobystrický,village,19.193362,48.144236
26037521,Krásno nad Kysucou,krasno nad kysucou,Čadca,Žilinský,town,18.833333,49.383333
26037523,Štúrovo,sturovo,Nové Zámky,Nitriansky,town,18.71486,47.797831
26037524,Baďan,badan,Banská Štiavnica,Banskobystrický,village,18.840807,48.331377
26037525,Šíd,sid,Lučenec,Banskobystrický,village,19.880114,48.274052
26037526,Ondrašovce,ondrasovce,Prešov,Prešovský,hamlet,21.079264,48.98834
26037527,Horná Kráľová,horna kralova,Šaľa,Nitriansky,village,17.915044,48.241092
26037528,Trhovište,trhoviste,Michalovce,Košický,village,21.806133,48.698277
26037529,Zemiansky Vrbovok,zemiansky vrbovok,Krupina,Banskobystrický,hamlet,19.142722,48.333227
26037530,Husák,husak,Sobrance,Košický,hamlet,22.3,48.7
26037531,Dubnička,dubnicka,Bánovce nad Bebravou,Trenčiansky,hamlet,18.304084,48.768154
26037532,Jastrabá,jastraba,Žiar nad Hronom,Banskobystrický,village,18.933333,48.633333
26037533,Nová Lesná,nova lesna,Poprad,Prešovský,village,20.266006,49.122081
26037534,Ždaňa,zdana,Košice - okolie,Košický,village,21.347477,48.603605
26037535,Devičany,devicany,Levice,Nitriansky,village,18.716667,48.333333
26037537,Sačurov,sacurov,Vranov nad Topľou,Prešovský,village,21.695049,48.819611
26037538,Sihla,sihla,Brezno,Banskobystrický,village,19.64682,48.657583
26037539,Porúbka,porubka,Sobrance,Košický,village,22.258544,48.727792
26037540,Horné Mladonice,horne mladonice,Krupina,Banskobystrický,hamlet,19.151227,48.344901
26037541,Dudince,dudince,Krupina,Banskobystrický,village,18.882327,48.169433
26037542,Dačov Lom,dacov lom,Veľký Krtíš,Banskobystrický,village,19.251224,48.323159
26037543,Demjata,demjata,Prešov,Prešovský,village,21.31176,49.106508
26037544,Neded,neded,Šaľa,Nitriansky,village,17.974057,48.01844
26037545,Dedačov,dedacov,Humenné,Prešovský,hamlet,21.983333,49.033333
26037546,Oľdza,oldza,Dunajská Streda,Trnavský,village,17.420312,48.085687
26037548,Kotrčiná Lúčka,kotrcina lucka,Žilina,Žilinský,village,18.833333,49.25
26037549,Lenartovce,lenartovce,Rimavská Sobota,Banskobystrický,village,20.310626,48.299912
26037550,Nižné Ladičkovce,nizne ladickovce,Humenné,Prešovský,village,21.916667,49.016667
26037551,Jablonov,jablonov,Levoča,Prešovský,village,20.733333,49.016667
26037552,Benice,benice,Liptovský Mikuláš,Žilinský,village,19.566667,49.066667
26037553,Spišská Belá,spisska bela,Kežmarok,Prešovský,town,20.466667,49.183333
26037554,Drábsko,drabsko,Brezno,Banskobystrický,village,19.65313,48.650197
26037556,Hačava,hacava,Košice - okolie,Košický,village,20.833333,48.666667
26037557,Liptovská Sielnica,liptovska sielnica,Liptovský Mikuláš,Žilinský,village,19.513773,49.14007
26037558,Malé Borové,male borove,Liptovský Mikuláš,Žilinský,hamlet,19.533333,49.233333
26037560,Kráľová nad Váhom,kralova nad vahom,Šaľa,Nitriansky,village,17.843129,48.167655
26037561,Brezno,brezno,Brezno,Banskobystrický,town,19.640961,48.805335
26037562,Boľ,bol,Trebišov,Košický,village,21.95,48.466667
26037563,Vydrany,vydrany,Dunajská Streda,Trnavský,village,17.585635,48.017034
26037564,Veľké Dravce,velke dravce,Lučenec,Banskobystrický,village,19.837539,48.346477
26037565,Švábovce,svabovce,Poprad,Prešovský,village,20.358923,49.026358
26037566,Lopašov,lopasov,Skalica,Trnavský,village,17.333333,48.75
26037567,Pichne,pichne,Snina,Prešovský,village,22.117313,49.037252
26037568,Hanková,hankova,Rožňava,Košický,hamlet,20.316667,48.75
26037569,Prešov,presov,Prešov,Prešovský,city,21.252273,49.000411
26037570,Belejovce,belejovce,Svidník,Prešovský,hamlet,21.55,49.383333
26037571,Socovce,socovce,Martin,Žilinský,village,18.866667,48.95
26037572,Utekáč,utekac,Poltár,Banskobystrický,village,19.804899,48.604467
26037573,Svederník,svedernik,Žilina,Žilinský,village,18.65,49.266667
26037574,Malá Franková,mala frankova,Kežmarok,Prešovský,hamlet,20.3,49.316667
26037575,Malženice,malzenice,Trnava,Trnavský,village,17.683333,48.45
26037576,Bíňa,bina,Nové Zámky,Nitriansky,village,18.65,47.916667
26037577,Mikušovce,mikusovce,Ilava,Trenčiansky,village,18.203659,49.067118
26037578,Fiľakovo,filakovo,Lučenec,Banskobystrický,town,19.821673,48.270503
26037579,Pečeňady,pecenady,Piešťany,Trnavský,village,17.719077,48.482849
26037580,Senné,senne,Michalovce,Košický,village,22.033333,48.666667
26037581,Nedašovce,nedasovce,Bánovce nad Bebravou,Trenčiansky,village,18.314974,48.667925
26037582,Krížovany,krizovany,Prešov,Prešovský,village,21.05,48.983333
26037583,Poluvsie,poluvsie,Prievidza,Trenčiansky,village,18.638495,48.844423
26037584,Stropkov,stropkov,Stropkov,Prešovský,town,21.651153,49.202387
26037585,Jurské,jurske,Kežmarok,Prešovský,village,20.533333,49.2
26037586,Vyšný Kručov,vysny krucov,Sabinov,Prešovský,hamlet,21.1,49.166667
26037587,Rimavské Janovce,rimavske janovce,Rimavská Sobota,Banskobystrický,village,20.062215,48.342051
26037588,Vyšný Komárnik,vysny komarnik,Svidník,Prešovský,hamlet,21.716667,49.4
26037589,Pata,pata,Galanta,Trnavský,village,17.825432,48.275779
26037590,Čermany,cermany,Topoľčany,Nitriansky,village,18.025116,48.469301
26037591,Lieskovec,lieskovec,Humenné,Prešovský,village,21.816667,48.95
26037592,Dunajská Streda,dunajska streda,Dunajská Streda,Trnavský,town,17.620142,47.989309
26037593,Vernár,vernar,Poprad,Prešovský,village,20.270547,48.918101
26037594,Dolné Mladonice,dolne mladonice,Krupina,Banskobystrický,hamlet,19.127534,48.337621
26037595,Veľká Ves nad Ipľom,velka ves nad iplom,Veľký Krtíš,Banskobystrický,village,19.083762,48.078723
26037596,Kamanová,kamanova,Topoľčany,Nitriansky,village,18.100848,48.461276
26037597,Lastovce,lastovce,Trebišov,Košický,village,21.633333,48.55
26037598,Leopoldov,leopoldov,Hlohovec,Trnavský,village,17.765415,48.444113
26037599,Lesnica,lesnica,Stará Ľubovňa,Prešovský,village,20.466667,49.4
26037600,Hviezdoslavov,hviezdoslavov,Dunajská Streda,Trnavský,village,17.348981,48.066938
26037601,Malé Trakany,male trakany,Trebišov,Košický,village,22.11666,48.399997
26037602,Lužianky,luzianky,Nitra,Nitriansky,village,18.031764,48.330875
26037603,Ratkovská Lehota,ratkovska lehota,Rimavská Sobota,Banskobystrický,hamlet,20.1,48.566667
26037604,Topoľovka,topolovka,Humenné,Prešovský,village,21.810479,48.923749
26037605,Žemliare,zemliare,Levice,Nitriansky,hamlet,18.6,48.15
26037606,Kľačno,klacno,Prievidza,Trenčiansky,village,18.659298,48.912701
26037607,Švedlár,svedlar,Gelnica,Košický,village,20.716667,48.816667
26037608,Pokryváč,pokryvac,Dolný Kubín,Žilinský,hamlet,19.4,49.2
26037609,Veľké Leváre,velke levare,Malacky,Bratislavský,village,17.00306,48.501984
26037610,Kozárovce,kozarovce,Levice,Nitriansky,village,18.533333,48.316667
26037611,Hrabovka,hrabovka,Púchov,Trenčiansky,village,18.309871,49.117473
26037612,Veľká Lomnica,velka lomnica,Kežmarok,Prešovský,village,20.358947,49.116344
26037613,Hervartov,hervartov,Bardejov,Prešovský,village,21.2,49.25
26037614,Nové Mesto nad Váhom,nove mesto nad vahom,Nové Mesto nad Váhom,Trenčiansky,town,17.830386,48.763325
26037615,Nemcovce,nemcovce,Bardejov,Prešovský,village,21.45,49.216667
26037616,Čadca,cadca,Čadca,Žilinský,town,18.788221,49.440819
26037617,Klin,klin,Námestovo,Žilinský,village,19.5,49.433333
26037618,Terňa,terna,Prešov,Prešovský,village,21.233333,49.116667
26037619,Pezinok,pezinok,Pezinok,Bratislavský,town,17.27028,48.285586
26037620,Pača,paca,Rožňava,Košický,village,20.616667,48.683333
26037622,Drienica,drienica,Sabinov,Prešovský,village,21.109543,49.129694
26037623,Vrbovka,vrbovka,Veľký Krtíš,Banskobystrický,village,19.408517,48.089918
26037624,Beša,besa,Michalovce,Košický,village,21.95,48.533333
26037625,Tuhár,tuhar,Lučenec,Banskobystrický,village,19.506047,48.428668
26037627,Buzica,buzica,Košice - okolie,Košický,village,21.077111,48.531647
26037628,Podolínec,podolinec,Stará Ľubovňa,Prešovský,village,20.533333,49.266667
26037629,Zlaté,zlate,Bardejov,Prešovský,village,21.201194,49.338407
26037630,Štrba,strba,Poprad,Prešovský,village,20.084887,49.053775
26037631,Smilno,smilno,Bardejov,Prešovský,village,21.35,49.383333
26037632,Trnava,trnava,Trnava,Trnavský,city,17.586718,48.37729
26037633,Mučín,mucin,Lučenec,Banskobystrický,village,19.697929,48.246561
26037634,Štefanovce,stefanovce,Prešov,Prešovský,village,20.983333,49.05
26037635,Budiš,budis,Turčianske Teplice,Žilinský,village,18.756668,48.871863
26037636,Kamenná Poruba,kamenna poruba,Vranov nad Topľou,Prešovský,village,21.648767,48.84859
26037637,Volkovce,volkovce,Zlaté Moravce,Nitriansky,village,18.466667,48.333333
26037638,Lacková,lackova,Bardejov,Prešovský,hamlet,21.1,49.416667
26037640,Staškov,staskov,Čadca,Žilinský,village,18.691039,49.421675
26037641,Šterusy,sterusy,Piešťany,Trnavský,village,17.67874,48.601185
26037642,Gemerček,gemercek,Rimavská Sobota,Banskobystrický,hamlet,19.99381,48.316693
26037643,Sliač,sliac,Zvolen,Banskobystrický,village,19.142366,48.613181
26037644,Veľký Blh,velky blh,Rimavská Sobota,Banskobystrický,village,20.115426,48.445656
26037645,Krnča,krnca,Topoľčany,Nitriansky,village,18.253985,48.541965
26037646,Levice,levice,Levice,Nitriansky,town,18.6,48.216667
26037647,Dolný Vadičov,dolny vadicov,Kysucké Nové Mesto,Žilinský,village,18.85,49.266667
26037648,Parihuzovce,parihuzovce,Snina,Prešovský,hamlet,22.19003,49.106834
26037649,Tvrdošín,tvrdosin,Tvrdošín,Žilinský,town,19.554188,49.336574
26037650,Dubinné,dubinne,Bardejov,Prešovský,village,21.45,49.25
26037651,Obid,obid,Nové Zámky,Nitriansky,village,18.6409,47.778308
26037652,Nimnica,nimnica,Púchov,Trenčiansky,village,18.363258,49.133537
26037653,Horná Štubňa,horna stubna,Turčianske Teplice,Žilinský,village,18.883333,48.816667
26037654,Bodorová,bodorova,Turčianske Teplice,Žilinský,village,18.849473,48.904365
26037655,Hriňová,hrinova,Detva,Banskobystrický,town,19.525427,48.576422
26037656,Nižný Skálnik,nizny skalnik,Rimavská Sobota,Banskobystrický,hamlet,19.959557,48.450895
26037657,Michalková,michalkova,Zvolen,Banskobystrický,hamlet,19.149733,48.508
26037658,Čáry,cary,Senica,Trnavský,village,17.088969,48.656778
26037659,Budince,budince,Michalovce,Košický,village,22.15,48.533333
26037660,Moravské Lieskové,moravske lieskove,Nové Mesto nad Váhom,Trenčiansky,village,17.790298,48.819976
